File_Error,Corrected
Pattaguyraj,Pattaguyra
choLelA,Cholela
Dosa,Dosa
Kachorijim,Kachoriji
Ramen,Rame
BhatuREu,Bhature
edruC,edruC
anmasaR,anmasaR
RoTIKA,Rotika
raSaMyA,Rasamya
alijahB,alijahB
UPMAI,Upma
oalauoi,Dal
LASSIi,Lassi
RAsAMSa,Rasamsa
Pesarattul,Pesarattu
aamna,Aamna
PULaOsa,Pulaosa
pulaosa,Pulaosa
KESARIMA,Kesarima
Poorinam,Purina
muddana,Muddana
poori,Puri
ealkohD,ealkohD
PAKODASA,Pakodasa
momou,Momo
moMogA,Momoga
BISIBELESA,Bisibelesa
jAlEBimA,Jalebima
evaP,Rava
Piyasara,Payasara
pattaguYraYa,Pattaguyraya
Lassi,Lassi
Kisarage,Kisarage
Kesarikam,Kesarika
aldruC,aldruC
Puliyogareyan,Puliyogareya
cURdGA,Curdga
Thepla,Thepla
raita,Raita
akdniramaT,akdniramaT
Biroiniya,Biroiniya
DOsAYA,Dosaya
BANDEGAIMA,Bandegaima
akawlaH,akawlaH
Pattaguyrasan,Pattaguyrasa
aelohC,Dalo
ROTIJI,Rotiji
Bhijioa,Bhijioa
CURDNA,Curdna
GULABNA,Gulabna
BIRYANIJI,Biryaniji
biryanila,Biryanila
Paneeria,Paneeria
Thepleoa,Thepleoa
alasoD,Halwao
Idliom,Idlima
Biryanim,Biryanima
Goiaao,Goiaao
Duoaluu,Dalu
KESARIO,Kesari
dHoklA,Dhokla
Rogang,Roganga
PULIYOGAREA,Puliyogare
raITAJi,Raitaji
Jalebir,Jalebira
bandegaia,Bandegai
PANEER,Upmai
RAMMA,Rama
JOsHKa,Joshka
payasama,Payasama
PAneeRrA,Ragira
roganSa,Rogansa
SABZII,Sabzi
eaeiji,eaeiji
chutney,Chutney
SAMOSAE,Samosa
Aamn,Aam
eogao,Ram
Coutaeyya,Dosaya
rotima,Rotima
Payasag,Payasaga
Gulabin,Gulabi
Koftasan,Koftasa
Dosas,Dosasa
iaoma,Upma
BHATUREMA,Bhaturema
biryanisa,Biryanisa
aralpehT,aralpehT
RAM,Ram
Chutneyyan,Chutneya
ooitua,ooitua
Theulia,Idli
Pavlu,Pavla
BiRyaNiJI,Biryaniji
Sambar,Sambar
kheere,kheere
asnagoR,asnagoR
oeeurgo,Momo
Peyaiale,Peyaiale
iatiaR,Roti
Biryani,Biryani
eiruP,eiruP
asiraseK,asiraseK
Kheer,Kheer
ROTINA,Rotina
Bandegairaa,Bandegaira
HaLWai,Halwa
aheiei,Aame
akadokaP,akadokaP
purika,Purika
rasama,Rasama
Upmay,Upmaya
koftala,Koftala
CHOLEGA,Cholega
Chutney,Chutney
pesarattuji,Pesarattuji
arbaluG,arbaluG
Kichd,Kichd
ijbaluG,ijbaluG
Sabziam,Dosaji
Josh,Josh
Lassis,Lassi
Pavn,Pavna
adruC,Vadau
uulaora,Dalra
Khichdiram,Kichdira
amalkohD,amalkohD
Pulaojia,Pulaoji
BHAJIGA,Bhajiga
PAYASALA,Payasala
aoiaeji,Rami
anlaD,Ramla
LASSIO,Lassi
aadokaP,Vadaka
Ram,Ram
khichdiji,Kichdiji
pooriu,Puri
paneera,Ragira
Momoea,Momo
Mudda,Mudda
Kheerj,Kheerj
pakodara,Pakodara
pOorIa,Puri
BISIBELELA,Bisibelela
Halwakaa,Halwaka
dniramaT,dniramaT
dAlna,Dalna
oieioeleaa,Dale
Bisibele,Bisibele
DOSAJI,Dosaji
pUrIMA,Purima
Paneerr,Upmai
KichdilA,Kichdila
Sabzij,Dosaji
Bandegaig,Bandegai
HaLwAi,Halwa
Pavnam,Pavna
Pakodak,Pakodaka
Jalebi,Jalebi
Roganraa,Roganra
Kofiuoa,Roti
dniramaT,dniramaT
emasaR,Upmasa
CuRDla,Curdla
ROTIU,Roti
kheERRA,kheERRA
auuoauea,auuoauea
kOFtaA,Kofta
Tamarindy,Tamarindya
SABZI,Sabzi
Pavim,Pavi
PAKODAO,Pakoda
euttaraseP,euttaraseP
Gulab,Gulab
iieasae,Dosa
pattaguyrasa,Pattaguyrasa
biryanisa,Biryanisa
SABZIJI,Sabziji
SabZiE,Sabzi
joshma,Joshma
ooeo,ooeo
GULABKA,Gulabka
Chapathium,Chapathium
Idliy,Idliya
Koftaem,Koftama
Ramnan,Ramna
bandegai,Bandegai
Paiasa,Pavsa
Rotinan,Rotina
arnagoR,arnagoR
iiv,Pav
Puliyogarem,Puliyogarema
Parathak,Paratha
ROTIMA,Rotima
Khichdin,Kichdi
chapathira,chapathira
VADAI,Vada
Pa,Pav
Pulaogam,Pulaoga
Dhoklaen,Dhokla
Rava,Rava
RASAMU,Rasamu
Parathan,Paratha
LASSIRA,Lassira
Purilaa,Purila
Muaooi,Ram
iarateeae,iarateeae
Aomo,Aamo
Khichdimam,Kichdima
Kheerjim,Kheerjim
HaLWAYa,Halwaya
Sambarraa,Sambara
iaiuuoe,iaiuuoe
Halwajia,Halwaji
aitoR,Pavo
sabzii,Sabzi
akmaA,Aama
raitau,Raita
Peaereetuea,Peaereetuea
airaseK,airaseK
Ravaoa,Rava
akelohC,akelohC
Cuudia,Curdi
Chapathimaa,Chapathimaa
mUDDAma,Muddama
aliruP,aliruP
Paneersam,Paneersam
Baajika,Bhajika
KHEErsa,KHEErsa
koftai,Kofta
uiraseK,uiraseK
Rotiyam,Rotiya
TAMARINDRA,Tamarindra
poorima,Purima
Pakodam,Pakodama
BIRyAnIlA,Biryanila
Rotijia,Rotiji
keSariYA,Kesariya
Idlikam,Idlika
BisIbelEO,Bisibele
Gulaini,Gulabi
GULaBI,Gulabi
ChapAthIya,ChapAthIya
BHAJINA,Bhajina
chUTnEyna,Chutneyna
rotisa,Rotisa
Haoiia,Ram
Dalea,Dale
Ramom,Ramo
ayvaP,Ravao
oasame,Aame
tamarindka,Tamarindka
akidhcihK,akidhcihK
MAsaLAI,Masala
aamo,Aamo
Bisibeiee,Bisibeiee
Parath,Pavra
sAMbAryA,Sambarya
PULIYOGARESA,Puliyogaresa
RaSaMI,Rasami
pattaguyraa,Pattaguyra
Puaueiuori,Puri
Chutneys,Chutney
RAMLA,Ramla
BHATURERA,Bhaturera
Pesarattul,Pesarattu
Roeenji,Roeenji
eadokaP,eadokaP
oueaya,Dosa
Chupooaoaa,Chupooaoaa
JALEBIMA,Jalebima
Hiloeo,Dalo
ealpehT,ealpehT
Vadamam,Vadama
BISIBELEKA,Bisibeleka
DHOKLAO,Dhokla
Purim,Purima
JALEBIE,Jalebi
pattaguyraa,Pattaguyra
pavi,Pavi
eaeuthae,Ram
ijerutahB,ijerutahB
Kachoril,Kachori
kOFTaE,Kofta
RASAMA,Rasama
Rasamon,Rasamo
idliya,Idliya
tAmArInD,Tamarind
eumariedla,Kesarila
bhajia,Bhaji
Raitayam,Raitaya
asdniramaT,asdniramaT
ravao,Rava
MASALAU,Masala
ijalasaM,ijalasaM
pATTagUyRao,Pattaguyra
Bandegaium,Bandegai
curdo,Curdo
aridhcihK,aridhcihK
Puril,Purila
sAMBARnA,Sambarna
Chole,Chole
samosaa,Samosa
Paratham,Paratha
rOGANYA,Roganya
oasaiao,Dosa
GUlaB,Gulab
Dalg,Dalga
Bisibelek,Bisibeleka
aaua,aaua
gulabna,Gulabna
Kheers,Kheers
PULIYOGARENA,Puliyogarena
Roganim,Rogani
aaieara,Ram
asinayriB,asinayriB
PATTAGUYRAU,Pattaguyra
Kesarinam,Kesarina
muddasa,Muddasa
amrabmaS,amrabmaS
Poorin,Purina
Puliyogaresam,Puliyogaresa
Purisan,Purisa
Peieerua,Peieerua
eombarma,Sambarma
cHUtnEYGA,Chutneyga
ijalkohD,ijalkohD
joshla,Joshla
Bisibeleyan,Bisibeleya
Haowau,Halwa
Sabzium,Dosaji
panEErLa,panEErLa
ieuae,ieuae
ioaluP,Dalu
CHUTNEYO,Chutneyo
Muddan,Mudda
pArATHaKa,Parathaka
Rogans,Rogansa
HALWAE,Halwa
Rotilan,Rotila
bhajiya,Bhajiya
Kachori,Kachori
Paneer,Upmai
Dhoklaraa,Dhoklara
CHUTNEYMA,Chutneyma
BIRYANIJI,Biryaniji
BANDEGAIMA,Bandegaima
ragima,Ragima
PAYASAKA,Payasaka
kichdiji,Kichdiji
akahtaraP,akahtaraP
iasayaP,Dosaya
Masalakam,Masalaka
amawlaH,amawlaH
Pulaog,Pulao
iaooieu,iaooieu
GULABJI,Gulabji
purima,Purima
Ram,Ram
Kichdij,Kichdi
KicHdIga,Kichdiga
uaseaa,uaseaa
Curdm,Curdma
iooaa,iooaa
aalabaa,Gulaba
CHUtnEyGA,Chutneyga
aselebisiB,aselebisiB
Poorikan,Purika
aauyani,Ravai
oomoM,Momo
Kichdin,Kichdi
uhetnoaka,uhetnoaka
Bhaturea,Bhature
BHAJIE,Bhaji
iausima,iausima
Halwas,Halwasa
asdruC,asdruC
Pulao,Pulao
bandEgAiA,Bandegai
Pioeeue,Pioeeue
Jalebi,Jalebi
Kaiuoriui,Rami
upmara,Upmara
Sabuaao,Dalu
Kichdilaa,Kichdila
choleo,Chole
rAitana,Raitana
Ragir,Ragira
POORIKA,Purika
BHAturegA,Bhaturega
iueio,iueio
bandegaila,Bandegaila
RAM,Ram
Idlikaa,Idlika
ijnagoR,ijnagoR
CHOLEKA,Choleka
Idliaa,Idli
oaryugattaP,oaryugattaP
Thepla,Thepla
Ramy,Ramya
Puaauee,Puaauee
iutii,Roti
aaetona,Aamna
Pakodag,Pakodaga
Momo,Momo
Khichdiua,Kichdi
Halwa,Halwa
ROTIKA,Rotika
Joshg,Josh
DHOKLAI,Dhokla
BHAJIGA,Bhajiga
asrabmaS,asrabmaS
pUliYOgarEnA,Puliyogarena
CHapAThI,CHapAThI
uuiiaui,uuiiaui
Payasam,Payasama
Tamarindm,Tamarindma
biryanima,Biryanima
CURDKA,Curdka
Kachorigam,Kachoriga
Thepla,Thepla
samosa,Samosa
uaoeuaoe,uaoeuaoe
sabzina,Sabzina
aghsoJ,Ragio
Kesarimaa,Kesarima
Roiiau,Roiiau
aomoM,Aamo
aniraseK,aniraseK
lassila,Lassila
Rait,Ram
aaeoeiuo,aaeoeiuo
anildI,anildI
aoaeiua,aoaeiua
rotika,Rotika
Kichd,Kichd
KACHORISA,Kachorisa
Parathanan,Parathana
SaBzIGa,Sabziga
pUrIJI,Puriji
upmae,Upma
Kofta,Kofta
bhajia,Bhaji
DHOKLASA,Dhoklasa
vadaa,Vada
aseragoyiluP,aseragoyiluP
Rogan,Rogan
Dalg,Dalga
Peeaiiiea,Peeaiiiea
akdruC,akdruC
Pulaoyam,Pulaoya
RAITARA,Raitara
iaroaa,iaroaa
Momom,Momoma
ROGANE,Rogane
aghsoJ,Ragio
rAGIKA,Ragika
Rasamk,Rasamka
ijlaD,ijlaD
PaRatHAa,Paratha
uanaeiii,Ram
Dosa,Dosa
KICHDIU,Kichdi
puriga,Puriga
Ragi,Ragi
PAneERi,PAneERi
amreehK,amreehK
oiruP,oiruP
KHEERKA,KHEERKA
KICHDIU,Kichdi
Masala,Masala
rasami,Rasami
KOFTAE,Kofta
BANDEGAIGA,Bandegaiga
bhajina,Bhajina
Joshjia,Joshji
iahtaraP,Raitara
lassia,Lassi
uoeejo,uoeejo
LASSIMA,Lassima
DALKA,Dalka
SAMBaRu,Sambaru
sAbZIna,Sabzina
Pur,Puri
PANEERsA,PANEERsA
eauosaru,Kesari
Upmaran,Upmara
Tamarind,Tamarind
PAnEERa,Ragira
euauna,Ram
eogani,Rogani
Pakodaam,Pakodama
biryani,Biryani
issaL,Dal
ijiraseK,ijiraseK
BANDEGAIGA,Bandegaiga
Rasamea,Rasame
ijeragoyiluP,ijeragoyiluP
Rasamim,Rasami
aatiaR,Ragi
euttaraseP,euttaraseP
PoorIYA,Puriya
BISIbELEI,Bisibele
Rava,Rava
oalkohD,oalkohD
ijatfoK,ijatfoK
Lassin,Lassi
DALKA,Dalka
UpmaLa,Upmala
jalebiya,Jalebiya
Poorimam,Purima
Hauwaua,Halwa
ragiu,Ragi
PURIGA,Puriga
JoSHga,Joshga
uoaaeo,uoaaeo
agiagednaB,agiagednaB
bHAJiA,Bhaji
KICHDILA,Kichdila
Dioaiaja,Idlia
chOlEO,Chole
bisibelela,Bisibelela
Muddaum,Mudda
bIsIbeLeMa,Bisibelema
SaMbargA,Sambarga
Kichdig,Kichdi
dosaa,Dosa
Ravan,Ravana
aydniramaT,aydniramaT
Payasal,Payasala
kAChORIE,Kachori
BaNdegaiGA,Bandegaiga
aaairiidjo,aaairiidjo
asiruP,Lassiu
chutneyka,Chutneyka
Samosayaa,Samosaya
PAYASAE,Payasa
dHOKlaSa,Dhoklasa
agomoM,Momoma
MOMOGA,Momoga
eiraseK,eiraseK
uurai,Ram
asiruP,Lassiu
Vadalam,Vadala
Dusiue,Puri
Curdm,Curdma
Rogania,Rogani
biryanie,Biryani
AAME,Aame
eioa,eioa
daLka,Dalka
payasao,Payasa
KOFTALA,Koftala
aaauraetuji,aaauraetuji
Bhatureum,Bhature
parathai,Paratha
samosae,Samosa
eeaariu,Puri
joshi,Josh
asalkohD,asalkohD
Kifuasa,Kifuasa
AAMRA,Aamra
HALWAE,Halwa
Khichdikan,Kichdika
Bhuoii,Bhuoii
gUlaBO,Gulabo
Masalan,Masalana
Dhoklam,Dhokla
Tamarindl,Tamarindla
odaee,Dosa
Curdnaa,Curdna
Rotig,Rotiga
Bisibele,Bisibele
ROTIRA,Rotira
Sambarl,Sambarla
Puliyogaremaa,Puliyogarema
Dosag,Dosaga
Halwan,Halwana
Jos,Josh
aaMi,Aami
aaiosase,Rasame
khichdisa,Kichdisa
Rotijin,Rotiji
iitoR,iitoR
pattaguyraya,Pattaguyraya
PAYASAI,Payasa
kesarika,Kesarika
uiratease,uiratease
Ruoini,Puri
oijahB,oijahB
Gulabia,Gulabi
Purinam,Purina
ijalkohD,ijalkohD
Pukidai,Pukidai
Saiaarsi,Lassi
oaajila,Rotila
Vadak,Vadaka
iandegaiua,iandegaiua
Koftaim,Koftama
dalya,Dalya
PURI,Puri
Kachoriraa,Kachorira
Aamea,Aame
eadaV,Pav
Dhoklaon,Dhokla
Daljia,Dalji
HALWAO,Halwa
arampU,Rasamu
ureehK,Purio
Rotil,Rotila
auttauuyoaiu,Ravao
bhatureu,Bhature
UPMAE,Upma
pakodai,Pakoda
agdruC,agdruC
MASALANA,Masalana
Samosar,Samosara
KESARIU,Kesari
DHOKLASA,Dhoklasa
Raitam,Rasam
cHoLErA,Cholera
ROTILA,Rotila
Lassigaa,Lassiga
CHUTNEYGA,Chutneyga
alomoM,Momoma
PAYaSAI,Payasa
Theplanam,Theplana
akrabmaS,akrabmaS
Samosain,Samosana
Rasam,Rasam
KACHORIE,Kachori
Dhoolaao,Dala
cholea,Chole
Gulabm,Gulabma
ahaiudu,Vadau
Halwaen,Halwana
KHICHDIU,Kichdi
PESARATTUO,Pesarattu
Payasaj,Payasaji
pesarattuma,Pesarattuma
PESARATTUKA,Pesarattuka
RAiTAKa,Raitaka
Gulab,Gulab
oissaL,Dal
Ratu,Ramu
bANdegaIa,Bandegai
payasama,Payasama
Kachoriea,Kachori
mAsaLAla,Masalala
pulaosa,Pulaosa
Dhoklaea,Dhokla
Ram,Ram
anildI,anildI
oueia,oueia
Bueiaaoi,Bueiaaoi
alasaM,Rasam
Koftan,Koftana
PAYasAYA,Payasaya
gulabe,Gulabe
Poorig,Puriga
Rotilam,Rotila
dalka,Dalka
Ragin,Ragina
PARATHANA,Parathana
Rasam,Rasam
PESARATTUMA,Pesarattuma
anitoR,Raitao
PURIA,Puri
rotie,Roti
raita,Raita
oiva,Pav
Kachoriia,Kachori
bandegaiu,Bandegai
kichdi,Kichdi
Payasaam,Payasama
Dosagan,Dosaga
udlara,Idlira
roganga,Roganga
arawlaH,arawlaH
analpehT,analpehT
Pulaoj,Pulao
iodaoa,Vada
RASAMYA,Rasamya
RaMka,Ramka
Tamarindon,Tamarindo
PaNeERE,PaNeERE
Biryani,Biryani
kESariNa,Kesarina
Ciauma,Upma
Rem,Ram
oaataaa,Roti
uulaoya,Dalya
jalebio,Jalebi
Moiora,Momoa
oasomaS,Dosama
eoiaoa,eoiaoa
asuttaraseP,asuttaraseP
akuttaraseP,akuttaraseP
Dali,Dali
CHUTNEYO,Chutneyo
ehsoJ,ehsoJ
Momo,Momo
akampU,Rasamu
pESaRATtura,Pesarattura
Dal,Dal
ROTIU,Roti
SABZIO,Sabzi
Petuoauyieia,Petuoauyieia
Bisibelel,Bisibelela
Momo,Momo
Reutare,Reutare
lassio,Lassi
Upmay,Upmaya
tHeplAla,Theplala
Pesarattu,Pesarattu
Poorinan,Purina
Theplasam,Theplasa
bIryaniji,Biryaniji
JOSHRA,Joshra
Dosaj,Dosaji
oassiko,Josho
Cuolei,Dale
pEsARATTurA,Pesarattura
raitara,Raitara
agibelaJ,agibelaJ
Dalru,Dalra
MOMOE,Momo
Pooris,Purisa
KhicHDIa,Kichdi
Poorilan,Purila
PULIYOGAREA,Puliyogare
AAMSA,Aamsa
Chapatiina,Chapatiina
Vadaun,Vadana
iuataeua,Ram
uauudiui,Idli
Ragilam,Ragila
RAMRA,Ramra
Pesarattuoa,Pesarattu
asildI,Lassii
Ramim,Rami
CHOLEMA,Cholema
eooriua,Puri
Ramm,Ram
purima,Purima
Vadanan,Vadana
avaR,Ravae
Chapathi,Chapathi
Chiiuki,Chiiuki
Dosajia,Dosaji
jalebiya,Jalebiya
almasaR,Halwasa
eatiaR,Roti
uidhcihK,uidhcihK
KHicHDia,Kichdi
Jaiebika,Ragika
DOsAnA,Dosana
DOSAji,Dosaji
Kichdi,Kichdi
Haiuaii,Ram
PURISA,Purisa
Kichdin,Kichdi
aaeji,Rami
Samosaea,Samosa
Taaouoiue,Ram
dosaji,Dosaji
oaloi,Dalo
cHaPatHiKA,cHaPatHiKA
DALE,Dale
Pulaoraa,Pulaora
momoi,Momo
Tamarind,Tamarind
Moiaiae,Ram
uerutahB,uerutahB
Upma,Upma
uheuoaie,uheuoaie
Pavom,Pavo
cHapaTHilA,cHapaTHilA
payasagA,Payasaga
PakOdAMA,Pakodama
PAYASALA,Payasala
Rotiin,Rotina
Pakodaran,Pakodara
aami,Aami
pattaguyraya,Pattaguyraya
Dosaem,Dosama
asreehK,asreehK
HALWAKA,Halwaka
PURIO,Puri
PAYASA,Payasa
Pattaguyras,Pattaguyra
purIi,Puri
ijatiaR,ijatiaR
eeuaiatiuju,Rotiu
kesarila,Kesarila
Jalebil,Jalebila
Samba,Sambar
aiuidilu,Dalu
ThePlAI,Thepla
Muddaen,Mudda
PURISA,Purisa
ovaP,Pava
Halwas,Halwasa
ivaP,Rava
CHApAThio,CHApAThio
ibelaJ,ibelaJ
CurdkA,Curdka
koftai,Kofta
Pulaos,Pulao
theplaa,Thepla
UPmaGA,Upmaga
Iuluji,Dalji
albaluG,albaluG
Ciutneaoe,Ciutneaoe
mOmORA,Momora
THEPLANA,Theplana
PESARATTUKA,Pesarattuka
Halwasam,Halwasa
Koftaeo,Kofta
Lassiia,Lassi
aymasaR,Payasae
Kheery,Kheery
Dosakaa,Dosaka
payasa,Payasa
Jaueeioi,Ram
Choleg,Chole
Upmaa,Upma
AAMI,Aami
PAKODAMA,Pakodama
asiraseK,asiraseK
rAvAu,Rava
Sambarum,Sambaru
Bhaturej,Bhature
curdla,Curdla
Ragigam,Ragiga
Paoeeiuiuai,Pav
Gulabm,Gulabma
Kichdinam,Kichdina
Pulaon,Pulao
Kheerjin,Kheerjin
Bhaturen,Bhature
eeaudaia,Vada
dosau,Dosa
gulabji,Gulabji
Baoueieaai,Ram
aribelaJ,aribelaJ
ijiraseK,ijiraseK
Pavsan,Pavsa
eidhciK,eidhciK
Raoouu,Ram
JOSHGA,Joshga
PARATHASA,Parathasa
Ramoa,Ramo
Kichdi,Kichdi
KHICHDIO,Kichdi
uomoM,Momo
Pavyaa,Pavya
Dosaj,Dosaji
Vadag,Vadaga
alitoR,Raitao
aettaiuyaaku,Raitaya
iitiiauoraia,Rotira
Purijin,Puriji
Kuuhuu,Kuuhuu
CHOLENA,Cholena
curdga,Curdga
amigaR,Sambar
Purium,Purima
Chapathiyaa,Chapathiyaa
PAyAsAsa,Payasasa
aamga,Aamga
Rotimam,Rotima
arahtaraP,Parathara
PoORiSa,Purisa
Ravaua,Rava
lassira,Lassira
KOFtALa,Koftala
Upmanaa,Upmana
BISIBELEKA,Bisibeleka
oelohC,oelohC
mOMoe,Momo
agidhciK,agidhciK
ihaolooe,Dalu
Curd,Curd
kHIcHdIU,Kichdi
iaieoa,iaieoa
Masala,Masala
Khichdi,Kichdi
aryentuhC,aryentuhC
ereehK,ereehK
puriji,Puriji
rogani,Rogani
Chutneyk,Chutney
oerutahB,oerutahB
gUlABma,Gulabma
cuRDe,Curde
Mudda,Mudda
asawlaH,Masalau
PATTAGUYRA,Pattaguyra
Kesariy,Kesariya
eawlaH,eawlaH
ayizbaS,ayizbaS
DOSALA,Dosala
Gulabm,Gulabma
Bhaturem,Bhature
pakodaka,Pakodaka
tamarindsa,Tamarindsa
dosau,Dosa
iatime,Rotie
Puliyogar,Puliyogare
Pulaoy,Pulao
poorira,Purira
Rotikan,Rotika
chutney,Chutney
amalpehT,amalpehT
pakodao,Pakoda
Pavoa,Pavo
Vad,Vada
RasaMo,Rasamo
samosaa,Samosa
eolo,Dalo
Rogan,Rogan
Paaeiraa,Pavra
agirooP,Ragira
Kesiieea,Kesiieea
Bisibelekam,Bisibeleka
UPMASA,Upmasa
BANDEGAIA,Bandegai
BisiBELei,Bisibele
ROGANO,Rogano
gulaBra,Gulabra
kHIChdiji,Kichdiji
pattaguyrana,Pattaguyrana
PARATHAO,Paratha
Idlij,Idliji
Samosaj,Samosaji
Kesarim,Kesarima
uuaaiga,Ram
akitoR,Raitao
puliyogarei,Puliyogare
bandegaia,Bandegai
amalkohD,amalkohD
uadduM,Curdu
Dalk,Dalka
irooP,irooP
pAyAsAGA,Payasaga
PATTAGUYRAKA,Pattaguyraka
PaRaTHAi,Paratha
Theplagan,Theplaga
kesari,Kesari
Muddar,Mudda
Rasamm,Rasam
ayerutahB,ayerutahB
raiTaE,Raita
upmagi,Upmaga
oholiiu,Chole
kheersA,kheersA
pakodaka,Pakodaka
KICHDIJI,Kichdiji
payaSaE,Payasa
Dalim,Dali
ROGANKA,Roganka
khiCHdIma,Kichdima
lassika,Lassika
ariruP,ariruP
Pa,Pav
Cuiduo,Curdu
Masalaia,Masala
Ravay,Ravaya
samosara,Samosara
Kosauia,Dosa
Aamri,Aamra
choleu,Chole
asijahB,asijahB
TaMArINDi,Tamarindi
lAssILA,Lassila
arawlaH,arawlaH
purima,Purima
kicHdiJI,Kichdiji
RAITAJI,Raitaji
ieaoorei,ieaoorei
iulaoo,Dal
Hilwaia,Halwa
puliyogareji,Puliyogareji
Pesaratturaa,Pesarattura
uitino,Purio
biryanila,Biryanila
TAMARIND,Tamarind
puliYogArEya,Puliyogareya
Paneers,Paneers
Daui,Dal
iiuoeiia,iiuoeiia
HALWAE,Halwa
bisibelena,Bisibelena
Ram,Ram
Rame,Rame
Sabzijin,Sabzijin
ierutahB,ierutahB
kesarina,Kesarina
Kesari,Kesari
Joshs,Josh
uumji,Aamji
oouiee,oouiee
pAtTAGUyRaJi,Pattaguyraji
jALebiMA,Jalebima
kheere,kheere
RoGaNla,Roganla
Puliyogarelaa,Puliyogarela
Pooris,Purisa
Dalyaa,Dalya
Pooeui,Pooeui
momoSA,Momosa
ravaya,Ravaya
DALRA,Dalra
akampU,Rasamu
SaMbARLa,Sambarla
Khichdiun,Kichdi
Jalebigan,Jalebiga
PATTAGUYRAJI,Pattaguyraji
Parathaem,Paratha
MaSALAga,Masalaga
oeei,oeei
Saaoeuka,Dala
amalkohD,amalkohD
Kheerm,Kheerm
uihtapahC,uihtapahC
Rotim,Rotima
Gulabyam,Gulabya
uagaaa,Ram
Aamum,Aamu
ayadokaP,ayadokaP
PAvMA,Pavma
Muddaa,Mudda
Bioiaeuese,Bioiaeuese
roganla,Roganla
lASsiJI,Lassiji
rAVAJi,Ravaji
PANEERLA,PANEERLA
Koftaen,Koftana
taMaRInDMa,Tamarindma
erabmaS,erabmaS
ragie,Ragi
payasara,Payasara
Theplar,Thepla
iahtaraP,Raitara
bhaturea,Bhature
Roganr,Roganra
Rotin,Rotina
ayitoR,Raitao
Dhoklas,Dhokla
Mudda,Mudda
HALWAKA,Halwaka
rASAMji,Rasamji
BHATUREE,BHATUREE
akawlaH,akawlaH
rotisa,Rotisa
uitau,Ram
masalaga,Masalaga
aaoaiii,aaoaiii
AAMRA,Aamra
RotijI,Rotiji
kOftaLa,Koftala
aildI,Idli
Gulabyam,Gulabya
PAKODAE,Pakoda
amiraseK,amiraseK
Paneery,Paneery
rasami,Rasami
asdruC,asdruC
Jasiau,Rami
KOFTANA,Koftana
Pulaoy,Pulao
ohicidaea,ohicidaea
kesariu,Kesari
Chutneyk,Chutney
aAmnA,Aamna
Jalebi,Jalebi
Diaai,Diaai
Seiiaau,Seiiaau
aamo,Aamo
Khichdij,Kichdi
TamaRINDU,Tamarindu
igaR,igaR
IDLIRA,Idlira
biryanira,Biryanira
rama,Rama
Raaio,Ram
paneerka,paneerka
VADALA,Vadala
agatiaR,Ragira
Sabzi,Sabzi
MOMOLA,Momola
aayusu,aayusu
CHApAtHia,CHApAtHia
Dosas,Dosasa
Payasaj,Payasaji
iotei,iotei
areragoyiluP,areragoyiluP
ardniramaT,ardniramaT
aelohC,Dalo
ehaiama,Rama
PatTaGUyRAa,Pattaguyra
doSaSA,Dosasa
Idlaa,Idli
rasamya,Rasamya
Poori,Puri
aribelaJ,aribelaJ
Sabzi,Sabzi
Kesarin,Kesarina
Bueuao,Bueuao
eooriso,Purio
BANDEGAIMA,Bandegaima
Sabzikan,Sabzikan
Cholesam,Cholesa
Halwam,Halwama
eovee,Pavi
alahtaraP,alahtaraP
oiaoaa,oiaoaa
poorii,Puri
pAKoDau,Pakoda
Kesarij,Kesariji
aliraseK,aliraseK
DOSAJI,Dosaji
rAVAO,Rava
Bhatureg,Bhature
Moaaai,Ram
Guiobji,Guiobji
muddaa,Mudda
Kachiine,Kachiine
BIRYANIKA,Biryanika
jOShna,Joshna
Parathaom,Paratha
CURDo,Curdo
JALEBIO,Jalebi
GulABMa,Gulabma
Baaiuiee,Ram
uuoeyaouraei,Aamra
ayrabmaS,ayrabmaS
Rasamj,Rasamji
uakeoesa,uakeoesa
LASSIU,Lassi
bhature,Bhature
Pattaguyrakaa,Pattaguyraka
JOshU,Josh
anadaV,anadaV
Rasaman,Rasamna
Ragiy,Ragiya
Dhoklaem,Dhokla
Muddar,Mudda
Lassi,Lassi
THEPLA,Thepla
sabzika,Sabzika
Thepla,Thepla
DALkA,Dalka
aaaaa,aaaaa
Rasamram,Rasamra
airaseK,airaseK
RogAna,Rogana
ayiagednaB,ayiagednaB
DHOKLAGA,Dhoklaga
koftai,Kofta
Kichdimaa,Kichdima
ieragoyiluP,ieragoyiluP
koftaa,Kofta
theplai,Thepla
RAMO,Ramo
ijinayriB,ijinayriB
Gulabsaa,Gulabsa
Poorigaa,Puriga
eatiaR,Roti
TAMarINDe,Tamarinde
haLWASa,Halwasa
ieiioilura,Puria
Idlil,Idlila
Pavl,Pavla
roganra,Roganra
Jilebuia,Jilebuia
Theplagaa,Theplaga
Masalay,Masalaya
bHatuReE,bHatuReE
RAITARA,Raitara
Kichdijia,Kichdiji
anbaluG,anbaluG
Puliyogaresam,Puliyogaresa
samBaRA,Sambara
akawlaH,akawlaH
PULIYOGAREA,Puliyogare
oampU,Momou
RAVAE,Rava
uemuia,Aamu
Halwa,Halwa
PESARATTUNA,Pesarattuna
AaMGA,Aamga
